session_name,question,response,course_name
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","It work very welll, excellent",NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",maybe include the fist part of excercise in the precourse,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",explanation and speed was fantastic,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",it was fine in my opinion,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","Good time, easy to get help",NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Explaining why we write everything. I need to understand why I have to write this and this and not just how to make it work.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Good time, easy to get help",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",The same as before. Maybe making a functions that do something with the data (and not just import it) would be more interesting.,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Yes it was very well planned out.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Maybe also include a short intro to rstudios Import dataset click and choose as this in some cases might be the fastest and that it allows you to save the code so that you can make it reproducible,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","That we made almost the same functions over and over so that it became really clear what the ""skeleton"" of a function is",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Sorry I have no ideas it worked really well :),NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","Overall, it was fine",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Overall, it was fine",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","please, try to re-write some of the exercises as it was hard to understand what is required?",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Know more packages to fast load of data.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",For my level it could be done faster - though it is nice to have a slow start just to get in to it,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",The control-version.,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","Functions is well-known to me, but I really learning from the whole project-setup with DESCRIPTION-file and such.",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Nice to have a session to make sure everyone is ready with respect to set-up before coding-sessions begin.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Emphasize in pre-course reading material/e-mail reminders for the same that first part of the course can be spent setting things up. Potentially saves some time for some people.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",All of it :),NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",No comments.,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The code-along was great! Really good with several instructors; no waiting time,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Pretty much perfect..,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Underlying the logic behind building functions. Everybody can read the help page, however, it is the logic behind it, that is really hard to learn",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Maybe try to put it into perspective. Is this the final product? Would be nice to have a better overview of where we are in the workflow,NA
