session_name,question,response
"Day 2, afternoon",could be improved for,Don't know
"Day 2, afternoon",could be improved for,I think the session was adequate.
"Day 2, afternoon",could be improved for,I thought it was great. Maybe more exercises e.g. for individual work while others are getting help? Don't know if that would work.
"Day 2, afternoon",could be improved for,I would prefer to do the exercise again on the big screen with the instructor after doing the task on our own
"Day 2, afternoon",could be improved for,"I'd prefer more teaching and less reading for ourselves, although it is very nice to have access to the material on the home page for later use."
"Day 2, afternoon",could be improved for,It worked well
"Day 2, afternoon",could be improved for,It would have been nice to see if you could have the mean + SD besides each other in a table (I know this is not the topic)
"Day 2, afternoon",could be improved for,Maybe a few visual examples for what Quarto documents can be used for.
"Day 2, afternoon",could be improved for,"Maybe group a bit more of the reading/theoretical together and afterwards group the exercises together, so that there is not so many breaks in the session."
"Day 2, afternoon",could be improved for,Maybe some more words on what is the YAMl header and other new things in the reading assignments
"Day 2, afternoon",could be improved for,"Maybe speak more clear about function: ""i tell R to use this function in this package"" by writing this. It dosen't work if i were to write X because R would read it as ..."
"Day 2, afternoon",could be improved for,More exercises
"Day 2, afternoon",could be improved for,"More in detail in the start, why quarto is something you would recommend us to use."
"Day 2, afternoon",could be improved for,No comments
"Day 2, afternoon",could be improved for,Sometimes the instructor was a bit too fast
"Day 2, afternoon",could be improved for,"The text in 8.9 could be a bit more deductive, especially the image reference bit."
"Day 2, afternoon",could be improved for,"We didn't get a proper motivation on why Quarto was nice. I didn't understand through most of the session, why this would be useful for me to learn, which affected my motivation in this session negatively."
"Day 2, afternoon",could be improved for,none
"Day 2, afternoon",could be improved for,only to check together results of exersice
"Day 2, afternoon",could be improved for,"perhaps, all quarto session could have been done in the same day."
"Day 2, afternoon",could be improved for,too fast it was for me
"Day 2, afternoon",could be improved for,we could have reading sessions in the breaks and code more simultaneously with the teacher
"Day 2, afternoon",worked well for,"A lot of interesting tools. Good walkthrough, and nice with personal excercises."
"Day 2, afternoon",worked well for,Code along part was nice
"Day 2, afternoon",worked well for,Everything :)
"Day 2, afternoon",worked well for,Exercises on a Quatro doc.
"Day 2, afternoon",worked well for,Good introduction to a new concept with practice.
"Day 2, afternoon",worked well for,Good session
"Day 2, afternoon",worked well for,Great introduction to Quarto. One of those sessions where i really learned something COMPLETELY new.
"Day 2, afternoon",worked well for,It was clear what the elements were meant to teach us. Very good. Great with exercises!
"Day 2, afternoon",worked well for,It was nice seeing that you can easily do some tables with summary statistics
"Day 2, afternoon",worked well for,"Nice topics with well elaborated tasks, but it went a bit slow (understandable)"
"Day 2, afternoon",worked well for,Practical exercises where we got to try and code by ourself.
"Day 2, afternoon",worked well for,That there was a lot of coding along with the instructor and more exercises.
"Day 2, afternoon",worked well for,The communication was pretty clear.
"Day 2, afternoon",worked well for,The exercises
"Day 2, afternoon",worked well for,The session was very practical and great
"Day 2, afternoon",worked well for,The tempo was working quite well. The fact that we got to sit and type in quarto and try some different stuff was quite nice. Especially the features of tabels and pictures.
"Day 2, afternoon",worked well for,Very good - nice with more exercises.
"Day 2, afternoon",worked well for,Very good presentation and communication - loud and clear speaker. Nice and good tempo.
"Day 2, afternoon",worked well for,Very nice and well structured with good pacing
"Day 2, afternoon",worked well for,"Very nice to learn about quarto - good pace.  Good explanations in the online material (and also fine, that you can learn more if you want (and have fun with it), but we are taught the most important things to get started)"
"Day 2, afternoon",worked well for,"clear communication, patient teachers :-)"
"Day 2, afternoon",worked well for,"it was intresting part, a lot of new info for me, thank you"
"Day 2, afternoon",worked well for,nice intro to quarto and all the exercises worked really well. I am already using Markdown for a project with a collaborator and it was so useful to know how to make tables and make the text more readable.
"Day 2, afternoon",worked well for,speakear was clear and understandable
