session_name,question,response
"Day 2, afternoon part 1",could be improved for,Difficult understanding the reading tasks and the disadvantages with GitHub
"Day 2, afternoon part 1",could be improved for,Faster flow
"Day 2, afternoon part 1",could be improved for,I just personally struggled a bit more due to an unknown kind of error but otherwise all good
"Day 2, afternoon part 1",could be improved for,I think we should have gone through the part about connecting your git to the github together as with many of the other tasks. I had trouble and didn't really got sufficient help until the hole session was almost over.
"Day 2, afternoon part 1",could be improved for,I'm not always sure if my screen looks like it should because we have been doing so much with different instructors so the instructors also have different outputs in RStudio.
"Day 2, afternoon part 1",could be improved for,It was great - 10/10 :)
"Day 2, afternoon part 1",could be improved for,"It would be more intuitive to have the Connecting to GitHub explanation within the same page as the rest of information, right before 10.5 Synchronizing with GitHub instead of jumping to another tab"
"Day 2, afternoon part 1",could be improved for,Maybe add the pre-course chap 9 directly to the course material?  Maybe not practical?
"Day 2, afternoon part 1",could be improved for,"My functions for setting up github worked, I would have liked to know how to do it manually as well. The PAt was new to me and I think I sould have liked to have that introduced orally as well"
"Day 2, afternoon part 1",could be improved for,Nice time schedule for this session. Shouldn't be much longer.
"Day 2, afternoon part 1",could be improved for,Nothing
"Day 2, afternoon part 1",could be improved for,Nothing for me
"Day 2, afternoon part 1",could be improved for,Nothing.
"Day 2, afternoon part 1",could be improved for,Perhaps installing a password manager during the pre course would be an advantage
"Day 2, afternoon part 1",could be improved for,Reading about the personal access token and setting up github was not enough for me. I would have preferred the teacher to explain it beforehand and then maybe read and then the doing it.
"Day 2, afternoon part 1",could be improved for,Skipped over some discussion about GDPR and also for registry data based studies GitHUb is not a possibility.
"Day 2, afternoon part 1",could be improved for,The setting up github took to long. There was a lot of waiting time for those who could do it right away. I suggest having some optional exercises that we could do individually in the waiting time
"Day 2, afternoon part 1",could be improved for,"There were a lot of problems with making a token, so maybe spend more time on that"
"Day 2, afternoon part 1",could be improved for,Too much time for the github section.
"Day 2, afternoon part 1",could be improved for,don't know
"Day 2, afternoon part 1",could be improved for,"more details on the workflow - how exactly is it ""powerful"" and better than eg. onedrive or tracked changes"
"Day 2, afternoon part 1",could be improved for,not sure
"Day 2, afternoon part 1",could be improved for,"nothing, I really liked it!"
"Day 2, afternoon part 1",could be improved for,overall really nice
"Day 2, afternoon part 1",could be improved for,too much Github. Would rather like more training in R - and not so much the collaboration part with Github etc
"Day 2, afternoon part 1",worked well for,Easy to follow again. Good session.
"Day 2, afternoon part 1",worked well for,Generally a good session.
"Day 2, afternoon part 1",worked well for,Good amount of time for the Git exercise which was quite hard
"Day 2, afternoon part 1",worked well for,"Great instruction and explanations, very easy to follow"
"Day 2, afternoon part 1",worked well for,I liked the exercises
"Day 2, afternoon part 1",worked well for,I think it's really helpful to know the Github and create it for myself
"Day 2, afternoon part 1",worked well for,Introduction of GitHub. It was very easy to setup GitHub with the clear instructions.
"Day 2, afternoon part 1",worked well for,It was easier to setup github than expected
"Day 2, afternoon part 1",worked well for,It was nice with the code to easily setup github
"Day 2, afternoon part 1",worked well for,It was perfect with much more practise
"Day 2, afternoon part 1",worked well for,Lots of time to work on the subject for easier understanding
"Day 2, afternoon part 1",worked well for,Most
"Day 2, afternoon part 1",worked well for,Setting up Git on our own
"Day 2, afternoon part 1",worked well for,The written guides were great and explanatory for the individuals codes.
"Day 2, afternoon part 1",worked well for,To sit ourselves with Github
"Day 2, afternoon part 1",worked well for,Tydelige instruktioner.
"Day 2, afternoon part 1",worked well for,Understood the GitHub and how to push-pull
"Day 2, afternoon part 1",worked well for,Working more on your own with GitHub. Very nice.
"Day 2, afternoon part 1",worked well for,everything
"Day 2, afternoon part 1",worked well for,"good individual help, thank you. good tempo"
"Day 2, afternoon part 1",worked well for,good that you have enough helpers so that no one falls behind
"Day 2, afternoon part 1",worked well for,hands on experience with github concept
"Day 2, afternoon part 1",worked well for,"more practical, less reading"
"Day 2, afternoon part 1",worked well for,really nice pace. I think it's really nice we ourself have the opportunity to get familiar with GitHub and then you show us again.
"Day 2, afternoon part 1",worked well for,the work with R
"Day 2, afternoon part 1",worked well for,timing is good
"Day 2, afternoon part 2",could be improved for,I found it a bit more difficult to follow. Maybe because of some accents.The part about boolean operators and the TRUE/FALSE part was confusing. I think if it is just explained with a clinical example then it is fine.Like:women & above 65 means ONLY woman above 65and:Woman | above 65 means ALL woman regardless of age and also people above age 65 regardless of sex
"Day 2, afternoon part 2",could be improved for,a bit overwhelming
"Day 2, afternoon part 2",worked well for,Overall really nice
"Day 2, afternoon part 2",worked well for,a lot of hands-on experience
"Day 2, afternoon part 2",could be improved for,A little slow
"Day 2, afternoon part 2",could be improved for,All good
"Day 2, afternoon part 2",could be improved for,I could have used some more options in the visualisation.Maybe having spend a bit more time on showing code for some figures with x and y labels and using different colours etc.
"Day 2, afternoon part 2",could be improved for,I think the session worked well
"Day 2, afternoon part 2",could be improved for,"In general, I would have appreciated more explanation before we did code-along, because it is hard to remember things when you do not know why you are doing stuff. Unfortunaly, pronounciation of language is a challenge with this teacher, since it is makes it hard to follow and some parts of the teaching. This is not helping my learning. On the first part of the session (Day 2), the talk about logical conditions was started without context and for someone who have not used R, this is quite confusing. It was also confusing that it was said both ""and"" and ""or"" about the ""|"", which is unfortunate when introducing a new thing.  Further, the teaching sometimes continued even though not all green hats were up (=not everyone had finished). A suggestion for the exercises in this part, is to consider not to give away the template for the code (""___(___ >= ___ & ___ <= ___ & ___ == ___)"". It switches the focus from trying to remember how to do it and figure it out yourself, to focusing on to fill out blank spaces with the correct words. The template could be a hint."
"Day 2, afternoon part 2",could be improved for,"It would have been nice with an introduction to how to figure out the arguments of a function. So if I was to use a function not teached in this course, how do I know the arguments it needs?"
"Day 2, afternoon part 2",could be improved for,"Maybe expand a bit on the true, false and condition logic in R, as I think this is an important thing to understand - in my opinion the explanation was a bit short."
"Day 2, afternoon part 2",could be improved for,More excercises
"Day 2, afternoon part 2",could be improved for,Nothing
"Day 2, afternoon part 2",could be improved for,Nothing for me.
"Day 2, afternoon part 2",could be improved for,Nothing. :)
"Day 2, afternoon part 2",could be improved for,Please take some time to listen a bit more to the questions the participants have.
