session_name,question,response
"Day 1, afternoon part 1",could be improved for,Clearer instructions at the webpage. In general for the whole course: consider how much of the stuff we just read that needs to be said directly after. The start of the break was not honored.
"Day 1, afternoon part 1",could be improved for,"I do not like that I have to press that many buttons to add and commit stuff to history, but for most participants at this course, I definitely think this is the right way to teach it. I can see that I can also just use the terminal but again, I think the way you are teaching it makes the most sense."
"Day 1, afternoon part 1",could be improved for,"I do not understand what is going on with git yet, I'm getting more and more confused"
"Day 1, afternoon part 1",could be improved for,I would like more examples on how i can use git. I am not sure whether i should use it for anything other than my data-analysis.
"Day 1, afternoon part 1",could be improved for,I would rather more visualising at reading section
"Day 1, afternoon part 1",could be improved for,It was difficult to understand the Git session. There was a need for more instruction before the practice.
"Day 1, afternoon part 1",could be improved for,It's a little hard for me to understand the Git and how to process with it.
"Day 1, afternoon part 1",could be improved for,Maybe a concrete example of when you use git? for exampel  is it good when you want to do several analysis on one dataset?
"Day 1, afternoon part 1",could be improved for,Maybe highlight a bit more when adressing the pros/cons of git what sort of work can/cannot be managed with git. GDPR considerations etc.
"Day 1, afternoon part 1",could be improved for,"More a general comment about teh entire day. I get why you wwant to setup the Git environment, Quarto etc, but maybe it would also be a nice solution to actually start by learning som R code to make things more relateble to what most people know already and then implmenet Git steadily. Also. considering the emphasis on the code of conduct actuelly during the day I got a little annoyed by the swearing (F-word)."
"Day 1, afternoon part 1",could be improved for,More examples and try to keep up the pace with previous section
"Day 1, afternoon part 1",could be improved for,More explanation of how /if this software is relevant for our daily work. More details about working with this version control when you work with personal data
"Day 1, afternoon part 1",could be improved for,Nothing
"Day 1, afternoon part 1",could be improved for,"Still a little bit hard to grasp what git is, and what actually happens when we commit something. And also, do we need to commit everything in our project - what happens if we don't? Perhaps it will become clearer later on in the course, but right now it's still a little bit confusing. So perhaps, try to make that a litlte clearer (or repeat it several times... I might just have missed it)."
"Day 1, afternoon part 1",could be improved for,Still unsure if I will really use this tool
"Day 1, afternoon part 1",could be improved for,"There is a lot of reading, but I guess that is the only option to understand how it works fully."
"Day 1, afternoon part 1",could be improved for,To much reading for this section when you repeat everything anyway. Maybe try code along for this section
"Day 1, afternoon part 1",could be improved for,To much reading with a explanation of what we just read
"Day 1, afternoon part 1",could be improved for,Try to give more concrete examples. Something that ties it even more to our work.
"Day 1, afternoon part 1",could be improved for,"Would have been nice to know how to setup Git in an unrelated project folder where it isn't automatic. I know you guys said that there are a multitude of ways, but maybe some are easier or harder to do, but an example would be nice."
"Day 1, afternoon part 1",could be improved for,a bit hard to follow
"Day 1, afternoon part 1",could be improved for,all good
"Day 1, afternoon part 1",could be improved for,could use a more thorough introduction - how to view the history when there are lots of commits to different files (filter by file?)
"Day 1, afternoon part 1",could be improved for,"it would be easier just to stage and commit the same file more than once, instead of changing multiple files and setting tool which we want use."
"Day 1, afternoon part 1",could be improved for,more streamlined explanation
"Day 1, afternoon part 1",could be improved for,"session 7 is just difficult to understand, but it makes more sense in the end"
"Day 1, afternoon part 1",could be improved for,so far so good
"Day 1, afternoon part 1",could be improved for,to slow
"Day 1, afternoon part 1",worked well for,Again nice slow tempo :) easy to get help
"Day 1, afternoon part 1",worked well for,"Again, applying what we have learned by doing the excercises."
"Day 1, afternoon part 1",worked well for,Committing files on our own
"Day 1, afternoon part 1",worked well for,Fun
"Day 1, afternoon part 1",worked well for,"Git was nicely explained but the pace was a bit slower then in previous sections, maybe some more interaction"
"Day 1, afternoon part 1",worked well for,Good arguments for using Git.
"Day 1, afternoon part 1",worked well for,Good introduction to complex concepts
"Day 1, afternoon part 1",worked well for,Great introduction to version control and the purpose of Git
"Day 1, afternoon part 1",worked well for,"Help from instructors, very quick and nice."
"Day 1, afternoon part 1",worked well for,I could commit to git with help.
"Day 1, afternoon part 1",worked well for,I have understand the mindset of git
"Day 1, afternoon part 1",worked well for,I liked the exercise were we did somthing a little more on our own. It is nice to have both code-along and something were we need to think a little more.
"Day 1, afternoon part 1",worked well for,I think everything
"Day 1, afternoon part 1",worked well for,I think the Git procedure is really useful.
"Day 1, afternoon part 1",worked well for,It was ok
"Day 1, afternoon part 1",worked well for,"Reading tasks, showing how to do things on screen"
"Day 1, afternoon part 1",worked well for,Slow pace was necesarry
"Day 1, afternoon part 1",worked well for,The hands on with possibility to ask questions and get help.
"Day 1, afternoon part 1",worked well for,Very well explained and nice to try how it works
"Day 1, afternoon part 1",worked well for,all good
"Day 1, afternoon part 1",worked well for,good clarification from instructions on what we are doing
"Day 1, afternoon part 1",worked well for,good script
"Day 1, afternoon part 1",worked well for,good to separate git and github - never understood the difference before
"Day 1, afternoon part 1",worked well for,nice pace.
"Day 1, afternoon part 1",worked well for,practical excersise
"Day 1, afternoon part 1",worked well for,the outline
"Day 1, afternoon part 1",worked well for,the possibility to ask if any doubts
"Day 1, afternoon part 1",worked well for,the tasks where we have to code
"Day 1, afternoon part 2",could be improved for,"I just had some issues with Git installation/connexion to RStudio so maybe a ""just in case you don't see the Git logo in your RStudio"" section for the pre-course could be usefull ?"
"Day 1, afternoon part 2",worked well for,all good
"Day 1, morning part 1",could be improved for,A little confused about the OneDrive comment which may or may not be a problem?
"Day 1, morning part 1",could be improved for,I am a bit curious about r3. Is that a package created of you for this course?
"Day 1, morning part 1",could be improved for,I could have used the break earlier :)
"Day 1, morning part 1",could be improved for,"I do not have any constructive comments, because I liked the speed everything was unfolding."
"Day 1, morning part 1",could be improved for,I think it was great
"Day 1, morning part 1",could be improved for,I think it was really nice overall.
"Day 1, morning part 1",could be improved for,I think it's much better if we can type more.
"Day 1, morning part 1",could be improved for,"I would have liked a short presentation round of everyone, or some kind of short exercise to let us know each other. I know lunch etc. will be for networkning, but I think an ""icebreaker"" would be good."
"Day 1, morning part 1",could be improved for,It worked well
"Day 1, morning part 1",could be improved for,"It's always frustrating when someone has not done the pre course tasks because it slows down others, but this was not a major problem at all!"
"Day 1, morning part 1",could be improved for,Maybe a 5 min break in the midle of the session.
"Day 1, morning part 1",could be improved for,Not much.
"Day 1, morning part 1",could be improved for,"Not much. Might be usefull with a note in the start on that we are not really starting with R yet during this session - but really not very important. AND - it was not clear from start that I should introduce my self to my table-friends. I could be visualized with a ""welcome-slide"" with three bullets at the screen. Then I would also had known about the table animals."
"Day 1, morning part 1",could be improved for,Nothing
"Day 1, morning part 1",could be improved for,Nothing comes to mind
"Day 1, morning part 1",could be improved for,Nothing so far
"Day 1, morning part 1",could be improved for,Nothing.
"Day 1, morning part 1",could be improved for,"Technicality, the projector is terrible. The enlarged UI the presenter has works fine, but the projector itself has low resolution and contrast, possible also low lumen."
"Day 1, morning part 1",could be improved for,"The stand-up session was ""waste of time"""
"Day 1, morning part 1",could be improved for,Too slow
"Day 1, morning part 1",could be improved for,good
