session_name,question,response
Day 1,could be improved for the Management of R projects,Could probably go quicker through this section.
Day 1,could be improved for the Management of R projects,Explain the overall aim not only how to do it.
Day 1,could be improved for the Management of R projects,Have more small exercises like the one where you have to edit code and such - maybe just as extra optional activities
Day 1,could be improved for the Management of R projects,I don't have any complains
Day 1,could be improved for the Management of R projects,"I will prefer to add a section about ""how to upload your data"" e.g.  have an example with data in an excel file instead of ""air quality""."
Day 1,could be improved for the Management of R projects,"If that was explained with an example of previous data (data frame), I think it would be very nice."
Day 1,could be improved for the Management of R projects,"If you insist on introducing vectors, naming and syntax at this point, maybe you could tell a little more about what it is used for"
Day 1,could be improved for the Management of R projects,It could be even more applied if we used a fictive research project and build it up in R
Day 1,could be improved for the Management of R projects,It is a bit overwhelming to memorize the style guide rules (even though we don't need to memorize everything)
Day 1,could be improved for the Management of R projects,"It was overall a good session, and potentially a more relevant example would be nice to have"
Day 1,could be improved for the Management of R projects,"Maybe on the last day, I will be able to come up with comments"
Day 1,could be improved for the Management of R projects,"Maybe you could add a bit more too how to do ""neat"" coding."
Day 1,could be improved for the Management of R projects,"More basic R understanding and usage before moving on, please"
Day 1,could be improved for the Management of R projects,More time for hands on. More practice.
Day 1,could be improved for the Management of R projects,Nothing to add.
Day 1,could be improved for the Management of R projects,"Some of the areas was not completely clear, eg. what to use them for (eg the here function)"
Day 1,could be improved for the Management of R projects,"Sometimes it went too fast. and at some point the helpers were talking too loud, so it was difficult to hear the presenter. It was very distracting. I suggest that either the helpers whisper while the presenter continues the session, or the presenter waits for everyone to be ready before continuing."
Day 1,could be improved for the Management of R projects,"Sometimes it's hard to understand exactly what you are doing, but I think it's also difficult to explain in an easy way sometimes."
Day 1,could be improved for the Management of R projects,"Start a bit more basic (e.g., use of #, what are packages, load packages and use functions) and mention when it can look differently on your screen)"
Day 1,could be improved for the Management of R projects,The session worked well in general and was a good foundation for a beginner.
Day 1,could be improved for the Management of R projects,This part for me worked well.
Day 1,could be improved for the Management of R projects,all is fine
Day 1,could be improved for the Management of R projects,good background understanding for R. Nice to get a good understanding of the importance of style.
Day 1,could be improved for the Management of R projects,maybe some more functions with their application? Although I know there is not a lot of time. Maybe just having them on the book but not go through them.
Day 1,could be improved for the Management of R projects,more case studies
Day 1,could be improved for the Management of R projects,more of practice
Day 1,could be improved for the Management of R projects,perhaps begin with where to work with R code rather then  github
Day 1,could be improved for the Management of R projects,sometimes it takes long time in the code along because someone has an error
Day 1,could be improved for the Version control and collaborative practices,Add the alternative way of pushing repositories to github to the course site
Day 1,could be improved for the Version control and collaborative practices,"Again, if an example (using previous data) can be added maybe helpful in improving the session."
Day 1,could be improved for the Version control and collaborative practices,Better preparation on software updates and interfaces.
Day 1,could be improved for the Version control and collaborative practices,Could have included more real life examples to understand what could it be actually used for in research.
Day 1,could be improved for the Version control and collaborative practices,"Couldn't quite get through all of the exercises in class, just managed to make it to 5.10"
Day 1,could be improved for the Version control and collaborative practices,Difficult to have a clear perception/flow/concentration because there was many interruptions (mainly due towindows/mac differences)
Day 1,could be improved for the Version control and collaborative practices,Explain the overall aim not only how to do it.
Day 1,could be improved for the Version control and collaborative practices,"Git is a bit complicated to understand, but I guess it will get better tomorrow :)"
Day 1,could be improved for the Version control and collaborative practices,"Going thru at least 2 different ways of working with the repositories might be useful to know, rather than being dependent on a single method?"
Day 1,could be improved for the Version control and collaborative practices,"I got confused during the practice because there are several ways to execute the commands, and maybe if explain separated could be better to understand how Github connects to Rstudio."
Day 1,could be improved for the Version control and collaborative practices,I have no comment. Anders did a good job.
Day 1,could be improved for the Version control and collaborative practices,I think we could have used a bit more time exploring the github website. I understand it is difficult to include everything into only one session though.
Day 1,could be improved for the Version control and collaborative practices,I'm having troubles understanding how this will fit in with my daily work. I feel it is a bit yo much. I don't really understand R yet
Day 1,could be improved for the Version control and collaborative practices,It could also be more applied if we used a fictive case
Day 1,could be improved for the Version control and collaborative practices,"It is not necessary to include ""what do we think is difficult in our collaboration now""."
Day 1,could be improved for the Version control and collaborative practices,May be group practice will give more time to go over the steps and let it sink in
Day 1,could be improved for the Version control and collaborative practices,More time for hands on practice.
Day 1,could be improved for the Version control and collaborative practices,None
Day 1,could be improved for the Version control and collaborative practices,Nothing really
Day 1,could be improved for the Version control and collaborative practices,"Reading material was sometimes difficult to understand - was much clearer after the comments of the lecturers, so maybe this can be more combined?"
Day 1,could be improved for the Version control and collaborative practices,Same as above.
Day 1,could be improved for the Version control and collaborative practices,Would like to know how to use the history of changes can be used.
Day 1,could be improved for the Version control and collaborative practices,all is fine
Day 1,could be improved for the Version control and collaborative practices,more practice
Day 1,could be improved for the Version control and collaborative practices,nothing
Day 1,could be improved for the Version control and collaborative practices,nothing specific
Day 1,could be improved for the Version control and collaborative practices,sometimes it takes long time in the code along because someone has an error
Day 1,could be improved for the Version control and collaborative practices,"sorry, I have no concrete improvements"
Day 1,worked well for the Management of R projects,Clear description of what to do
Day 1,worked well for the Management of R projects,Code along
Day 1,worked well for the Management of R projects,"Code along worked well, also the simple steps were easy to follow."
Day 1,worked well for the Management of R projects,Code-along is a really good way of learning.
Day 1,worked well for the Management of R projects,Code-along worked very well.
Day 1,worked well for the Management of R projects,Connecting the Rstudio to the Github
Day 1,worked well for the Management of R projects,"Creating R project/repository and save all the files in that folder, so that everything can be traced back."
Day 1,worked well for the Management of R projects,Everything worked very well
Day 1,worked well for the Management of R projects,Exercises on code language were useful
Day 1,worked well for the Management of R projects,"I learned how to make an R project and how files can be stored together in a meaningful way, which is very useful"
Day 1,worked well for the Management of R projects,"I liked the idea of structuring my projects, until now I have been doing things the messy way so I got nice inspiration from this session"
Day 1,worked well for the Management of R projects,It was easy to follow along and do the tasks
Day 1,worked well for the Management of R projects,It was very nice to code along with the teachers. Good pace. Good exercises. Clear instructions.
Day 1,worked well for the Management of R projects,Made my first R project.
Day 1,worked well for the Management of R projects,"Nice interaction between slide set, text guide and tasks."
Day 1,worked well for the Management of R projects,Really helpful you started from the very basics. You made sure everyone was on the same page. Good with small breaks and asignments(plus code alongs)
Day 1,worked well for the Management of R projects,Slow and steady teaching. Great help.
Day 1,worked well for the Management of R projects,The  notes for what was being done
Day 1,worked well for the Management of R projects,"The ""code along""/""watch while we go through""-approach"
Day 1,worked well for the Management of R projects,The code-along was very useful. I would not have done it without this type of supervision. But I was copy-pasting most of the time without knowing what I was doing. But the exercises helped a lot. Soufyan did a great job explaining everything.
