session_name,question,response
"Day 2, afternoon part 1",could be improved for,"I did drift a bit, because of the waiting time. Maybe the pace could be faster?"
"Day 2, afternoon part 1",could be improved for,It could have been faster
"Day 2, afternoon part 1",could be improved for,"Maybe a small 'checklist' could be added for remembering all the steps while making functions (eg., delete function from quatro doc, add function in the setup chunk)"
"Day 2, afternoon part 1",could be improved for,Nothing in particular.
"Day 2, afternoon part 1",could be improved for,a bit more information on regex before asking how it is used
"Day 2, afternoon part 1",worked well for,Everything worked really nicely. No major issues.
"Day 2, afternoon part 1",worked well for,It is nice that we get to turn the code into a function multiple times
"Day 2, afternoon part 1",worked well for,It was well explained also in the website
"Day 2, afternoon part 1",worked well for,"More clarity, starting to get the hang of functions"
"Day 2, afternoon part 1",worked well for,Nice with repetition of the things that we learned and then adding twists for every time.
"Day 2, afternoon part 2",could be improved for,"The structure of the earlier sessions was a little different, maybe it was on purpose?"
"Day 2, afternoon part 2",worked well for,"Okay timeframe, nice to use what was learned earlier"
"Day 2, morning part 1",could be improved for,"1) Could dwell a bit more when explanining what is done when using quirky brackets, here() and so one. ""what is ment with this"", to repeat what's has been learned before, to reinforce it. There is so many new things, and saying the same over an over again in different way helps a lot. 2) in the welcome mail, one could write that it could be an advantage to read the course material beforehand. Actually I wish that this would have been the case"
"Day 2, morning part 1",could be improved for,Everything was great!
"Day 2, morning part 1",could be improved for,Explanation of functional was a bit short (like going over the reading part with the teacher) and I had to read up on the topic online and with the help of ChatGPT
"Day 2, morning part 1",could be improved for,Go trough the code step by step in the end with explicit explanation of what happens at each step.
"Day 2, morning part 1",could be improved for,Heavy reading session. New concept. a bit difficult to understand. Please provide more examples. I fint it helpful when the instructor tells small/quick anecdotes from his/her own work on how they have used these functions.
"Day 2, morning part 1",could be improved for,"I like it, so nothing"
"Day 2, morning part 1",could be improved for,I need a bit of time to fully understand the consept
"Day 2, morning part 1",could be improved for,"I really wish you would explain the individual components of the final code for repetition and understanding. Why is ""folder_path"" written in the function? Why do we first assign to files then data? Whe is the names_to called ""file_path_id""? It would make it vastly easier if you continuously repeat this in a structured way, like you would in language learning."
