session_name,question,response,course_name
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",the explanation steps were easy to follow,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",it was good,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",explanations were easy to follow and made sense,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",maybe even more practice,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Everything,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",nothing,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Everything,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Nothing,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",the exxercises,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",using datasets with lots of variables,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",the explanations of what each thing is,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",doing a pipeline,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Particularly fond of the exercises and code-alongs. Repetition was nice for my learning curve too.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Nothing comes to mind.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It was very well explained! Both in the course material and by Malene. Again code-along and exercises were great.,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Nothing comes to mind here either.,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","nice tempo, not too difficult. It was nice to go through the workflow",NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",dont know,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","the code-along, understanding how easy and useful it is",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",more examples on how to apply it in own research,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",It was clear and easy to follow,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Again very clear instructions made it easy to follow,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",nothing,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","everything, nice with the blue/orange stickies",NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",maybe specify a bit cleare what we should discuss e.g. regarding workflow...or maybe it was just because I haven't learned enough about R I didn't understood it. But t helped when we discussed it afterwards :),NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",everything :),NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The course material is great and the environment is nice,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","maybe some introduction to the test data, what do we want to achieve in the end",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",nice introduction to functions,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",quick help with sticky notes,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",sometimes a little bit hard to follow,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",good explanations,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",more examples for possible functions?,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",the exercises were great as you had time to go through it in your own time,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",I don't know if I would change anything,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",Exercises,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","Maybe it would be better NOT to go through the ""advanced"" stuff after 3 in the afternoon.",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","Basically everything, following along with the code and then trying it out yourself afterwards. The increasing in difficulty is appropriate. Good pace. Not to slow or too fast.",NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",I don't have any input for this.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","The same as for ""Basic setup and workflow"" and ""Importing data, fast""",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",I don't have any input for this either :-),NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s","The figure with the overview, the table discusions, the different examples fx. how to load the different file types you come across",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Nice with the very basic functions at the beginning, so you are not lost",NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",It worked well. Easy to get help. Scripts are working.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","Maybe explain more what the different packages/functions does, e.g. here package in class. Maybe shorter time for reading and time in group discussion to gain more time for explaining whats happening.",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It worked well,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",maybe mentioning other functions that can help you save time - e.g. apply function,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",The progressive nature of the building up of different aspects of code,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","It is difficult to catch up after something has failed, you need to receive help and then rejoin the group activities",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Very clear and persuasive justification for why we should care, and why we should take the time to implement these approaches",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","In direct contradiction to what i said for what could be improved for the morning sessions, i found that the afternoon sessions were a bit slow and I could have progressed quicker, with a bit less repetition. That only really serves to demonstrate that people will pick different things up at different rates. It seemed as thought the pace was quite appropriate for most.",NA
