session_name,question,response
"Day 1, afternoon part 1",could be improved for,A few more exercises and examples would be great
"Day 1, afternoon part 1",could be improved for,Continuing with lecture before all blue hats up.
"Day 1, afternoon part 1",could be improved for,Examples (anecdotes) of how the instructors have used this previously can be helpful to me so I better udnerstand how and why these funtions come in handy. And maybe also examples of how when they are not useful?
"Day 1, afternoon part 1",could be improved for,I could use more breaks
"Day 1, afternoon part 1",could be improved for,"I do not get why we would like to open one file at a time eg. 101, then 102. Is it better to import them separately to then combine 101, 102... to do the analysis?"
"Day 1, afternoon part 1",could be improved for,"I have no suggestions, sorry"
"Day 1, afternoon part 1",could be improved for,I miss the walk and talk in the middel of the day (great combination of social activity and fresh air)
"Day 1, afternoon part 1",could be improved for,I would have liked better or more in depth descriptions of the functions and how they read arguments and apply that information to the function body. A better link between what is written and what is said would be nice.
"Day 1, afternoon part 1",could be improved for,Just a little too many repetitions after each leading task and than again at the end
"Day 1, afternoon part 1",could be improved for,Maybe a little more focus on summarize at the end.
"Day 1, afternoon part 1",could be improved for,Maybe could be done faster or collapsed together with the afternoon session 2?
"Day 1, afternoon part 1",could be improved for,Not sure. I think it worked well
"Day 1, afternoon part 1",could be improved for,Nothing
"Day 1, afternoon part 1",could be improved for,Perhaps some examples on the Roxygen layout
"Day 1, afternoon part 1",could be improved for,"Really nothing to add. The only thing is that when you get behind, it can be challeging to catch up. But this has nothing to do with the instructor!!"
"Day 1, afternoon part 1",could be improved for,Session could be a little faster
"Day 1, afternoon part 1",could be improved for,"To much reading, i would prefer if it sometimes was only reading and then task and not so much talking if it is only a reeding task. Maybe a little ekstra task to those coding fast"
"Day 1, afternoon part 1",could be improved for,"Was slow pace and code along makes it ""black-box"" instead of thinking what to type yourself"
"Day 1, afternoon part 1",could be improved for,all good
"Day 1, afternoon part 1",could be improved for,bit slow
"Day 1, afternoon part 1",could be improved for,i would like to get a refresh on what renders and style does
"Day 1, afternoon part 1",could be improved for,nothing
"Day 1, afternoon part 1",could be improved for,try to build other type of functions
"Day 1, afternoon part 1",could be improved for,very basic if knowing the idea of functions from other coding software
"Day 1, afternoon part 1",worked well for,Code and website is great resources!
"Day 1, afternoon part 1",worked well for,Code-along worked well and i am happy to learn about functions. It was nice with exercises so we could practice doing things for ourselves.
"Day 1, afternoon part 1",worked well for,Coding with the tutor
"Day 1, afternoon part 1",worked well for,Creating function
"Day 1, afternoon part 1",worked well for,Easy to follow code-along
"Day 1, afternoon part 1",worked well for,Everything
"Day 1, afternoon part 1",worked well for,Fast help when putting up an orange hat.
"Day 1, afternoon part 1",worked well for,Getting help is really efficient as were the code alongs
"Day 1, afternoon part 1",worked well for,Hands-on code
"Day 1, afternoon part 1",worked well for,I think the descriptions in the platform worked really well.
"Day 1, afternoon part 1",worked well for,In general functions were nicely explained.
"Day 1, afternoon part 1",worked well for,It was a great pace and fun with the exercises
"Day 1, afternoon part 1",worked well for,Mix of practical and theoretical tasks
"Day 1, afternoon part 1",worked well for,"Never did a function before, so very nice"
"Day 1, afternoon part 1",worked well for,Practice on our own
"Day 1, afternoon part 1",worked well for,Slightly more difficult concept than in the morning. Everything is an object. Except for... Can be a bit difficult to grasp. But reading exercises and code alongs always helps.
"Day 1, afternoon part 1",worked well for,The code along and hats
"Day 1, afternoon part 1",worked well for,Vely nice with this bundle code session. The code part is really fun.
"Day 1, afternoon part 1",worked well for,Very loud and clear. Easy to follow.
"Day 1, afternoon part 1",worked well for,Yet again very good material and exercise. Good pace. Easy to get help.
"Day 1, afternoon part 1",worked well for,did well for code along og nice illustrative examples
"Day 1, afternoon part 1",worked well for,easy to understand the purpose of functions
"Day 1, afternoon part 1",worked well for,fin tempo
"Day 1, afternoon part 1",worked well for,good explanations of the functions.
"Day 1, afternoon part 1",worked well for,really nice reading sections
"Day 1, afternoon part 2",could be improved for,"A bit tired by the end of the day, but still it was nice with so many breaks and fresh air and windows :)"
"Day 1, afternoon part 2",could be improved for,A little bit more time to do the exercises. The pace was a bit fast.
"Day 1, afternoon part 2",could be improved for,Could maybe have been collapsed with the session before (afternoon 1) and then the extra time could be spend on more discussions of additional ideas for functions or trying on our own to come up with a usable function.
"Day 1, afternoon part 2",could be improved for,I could have been described in greater detail why we needed to put the function into a seperate file
"Day 1, afternoon part 2",could be improved for,I have no suggestions:)
"Day 1, afternoon part 2",could be improved for,"I think it all could be a bit faster. And a better link between what is said and what is written. But I guess, for those having pc problems, the speed of the instruction and time to troubleshoot is great."
"Day 1, afternoon part 2",could be improved for,It was amazing!
"Day 1, afternoon part 2",could be improved for,It would be nice to do a couple of examples instead of just one to repeat the process twice.
"Day 1, afternoon part 2",could be improved for,Less understandable. Maybe because it is just a level up.
"Day 1, afternoon part 2",could be improved for,Links for further reading on the web?
"Day 1, afternoon part 2",could be improved for,Maybe an extra task to fast coders
"Day 1, afternoon part 2",could be improved for,More example codes of generalized functions would be nice.
"Day 1, afternoon part 2",could be improved for,More examples and exercises.
"Day 1, afternoon part 2",could be improved for,Nothing
"Day 1, afternoon part 2",could be improved for,Overall during the day there is a bit too much discussion activity to my taste :)
"Day 1, afternoon part 2",could be improved for,Perhaps the purpose of the functions.R script in a broader context. When do I use each file from import to final analysis?
"Day 1, afternoon part 2",could be improved for,Really nothing comes to mind
"Day 1, afternoon part 2",could be improved for,Seemed a little slower that the other sessions and with many repetitions
"Day 1, afternoon part 2",could be improved for,This part could go faster as the generalization of the function does not require much change
"Day 1, afternoon part 2",could be improved for,have another example
"Day 1, afternoon part 2",could be improved for,i did not catch the packages in function description at first
"Day 1, afternoon part 2",could be improved for,kun have done more exercises
"Day 1, afternoon part 2",could be improved for,"maybe it could be nice trying to relate a little bit more to our own research projects. When can we use this, when will we put in in the function.R file, how often do we style ect."
"Day 1, afternoon part 2",could be improved for,more time would be nice but it was getting late
"Day 1, afternoon part 2",could be improved for,none
