session_name,question,response
"Day 3, afternoon",could be improved for,"Could there be bits of group-work on a dataset every afternoon, so also on day 1-2?"
"Day 3, afternoon",could be improved for,"I think the dataset was way to expansive and large to work with. There were several features of how the data had been collected how the storage of each individual files. Many challenges that we had to face, which we were not prepared for or was in the reading material. Otherwise we had to do a lot of workarounds (not a bad thing necessarily). Possibly also provide the code for how you would have solved it, something that could be released at the end."
"Day 3, afternoon",could be improved for,It was a bit messy at the start. And also very difficult. But I guess it is hard to find a niveau for all. And also a good idea to get challenged.
"Day 3, afternoon",could be improved for,to have a little look at the data in the end
"Day 3, afternoon",worked well for,Not much
"Day 3, afternoon",worked well for,Very nice to try on our own with a new dataset.
"Day 3, afternoon",worked well for,code along worked well and explained the concept
"Day 3, afternoon",worked well for,to do all three kinds of join
"Day 3, morning part 1",could be improved for,/
"Day 3, morning part 1",could be improved for,A bit more time to the exercise in the end
"Day 3, morning part 1",could be improved for,"Again, the session seemed very long since we waited for all course participants to get finished at the same time."
"Day 3, morning part 1",could be improved for,"Due to the change in schedule, the exercises in chapters 10 and 11 felt rushed through. For the learning experience, you would benefit if you went through the result of the exercises."
"Day 3, morning part 1",could be improved for,"Hard to follow. It's a difficult case, but it probably reflects my lack of skills."
"Day 3, morning part 1",could be improved for,"I learn better when ""being told"" than reading myself. So i like the explaining part of the theory. Reading I can do on my own afterwards - especially with the hands on parts - but I know not all are the same."
"Day 3, morning part 1",could be improved for,I think it worked well:)
"Day 3, morning part 1",could be improved for,It could have been a bit more clear on what parameters you should or can select the column and the associated data.
"Day 3, morning part 1",could be improved for,"Maybe a little longer break, so we could have the cake"
"Day 3, morning part 1",could be improved for,Not enough time for the coding exercise. Don't like that we have to cut code before creating a function. Is there maybe code or ways to keep it for learning reasons?
"Day 3, morning part 1",could be improved for,"Nothing tbh. Coding speed was manageable, the instructor was clear. Good enough time for the exercise."
"Day 3, morning part 1",could be improved for,On the slower side.
"Day 3, morning part 1",could be improved for,To much time for the exercises
"Day 3, morning part 1",could be improved for,a bit slow pace
"Day 3, morning part 1",could be improved for,a lot of waiting time
"Day 3, morning part 1",could be improved for,no suggestion
"Day 3, morning part 1",could be improved for,nothing I can see
"Day 3, morning part 1",could be improved for,nothing. I like it
"Day 3, morning part 1",could be improved for,"seems like a lot of waiting, especially after the reading exercises."
"Day 3, morning part 1",could be improved for,the breaks were too short
"Day 3, morning part 1",could be improved for,was fine
"Day 3, morning part 1",worked well for,Again: the code along and exercise
"Day 3, morning part 1",worked well for,Coding exercise
"Day 3, morning part 1",worked well for,"Easier to follow than yesterday, nice to try the exercise ypurself and check with the ""code used in this section"""
"Day 3, morning part 1",worked well for,Good code-alongs
"Day 3, morning part 1",worked well for,Good introduction and teaching
"Day 3, morning part 1",worked well for,I liked that the pace was a bit higher with shorter breaks
"Day 3, morning part 1",worked well for,I liked the long exercise
"Day 3, morning part 1",worked well for,It was nice working with pivoting. The reading task was nice and the pictures are great for the understanding.
"Day 3, morning part 1",worked well for,Level was very nice for during the morning sessions of day 3
"Day 3, morning part 1",worked well for,Making the function in plenum and then the exercise afterwards.
"Day 3, morning part 1",worked well for,Pivot_*() nice with the larger exercise
"Day 3, morning part 1",worked well for,"Pivoting was challening, however the visuals in the description section of pivot longer and pivot wider, demonstrated the concept nicely."
"Day 3, morning part 1",worked well for,Really nice structure for summarise code
"Day 3, morning part 1",worked well for,The excercises
"Day 3, morning part 1",worked well for,Things are starting to make more sense.
"Day 3, morning part 1",worked well for,This was an interesting and very important session for our work.
"Day 3, morning part 1",worked well for,We could apply methodologies introduced during day 1 and 2
"Day 3, morning part 1",worked well for,code along
"Day 3, morning part 1",worked well for,hands on exercises
"Day 3, morning part 1",worked well for,i think you have some nice ways of showing how the function is useful in this dataset
"Day 3, morning part 1",worked well for,"simple concepts, pretty easy to understand"
"Day 3, morning part 1",worked well for,very useful and great with the illustrations - easy to understand
"Day 3, morning part 2",could be improved for,/
"Day 3, morning part 2",could be improved for,"Could maybe be a better visualization of the actual joining and how that works. Its okay, but you have to sort of decode what the function does and how it reads data frames, can be a bit of a hassle. And this seem to be a problem across all DDEA Reproducible courses. Rename the surveys to that it matches the topics of the what has just been executed. So no ""Day 1 morning"", have the surveys be ordered in terms of ""Pivoting"", ""Pre-processing"" etc. Would make everything much more organized and less confusing."
"Day 3, morning part 2",could be improved for,I actually dont think any thing should chance. Great tempo as well
"Day 3, morning part 2",could be improved for,I think i works great.
"Day 3, morning part 2",could be improved for,I would have liked an exercise that illustrated the difference between left and right join more clearly
"Day 3, morning part 2",could be improved for,"Maybe examples of how this code we are learning works, and what we would need to change if we hadn't learned this code."
"Day 3, morning part 2",could be improved for,Maybe this time could be utilised for another excercise for making functions
"Day 3, morning part 2",could be improved for,None
