session_name,question,response,course_name
"Day 2, afternoon",worked well for,Very nice and well structured with good pacing,Introductory
"Day 2, afternoon",worked well for,Good session,Introductory
"Day 2, afternoon",could be improved for,It worked well,Introductory
"Day 2, afternoon",worked well for,Very good - nice with more exercises.,Introductory
"Day 2, afternoon",could be improved for,Don't know,Introductory
"Day 2, afternoon",worked well for,It was nice seeing that you can easily do some tables with summary statistics,Introductory
"Day 2, afternoon",could be improved for,It would have been nice to see if you could have the mean + SD besides each other in a table (I know this is not the topic),Introductory
"Day 2, afternoon",worked well for,The exercises,Introductory
"Day 2, afternoon",could be improved for,More exercises,Introductory
"Day 2, morning",worked well for,i did not understand the speaker well though she was super skilled,Introductory
"Day 2, morning",could be improved for,it was a good session,Introductory
"Day 2, afternoon",worked well for,Everything :),Introductory
"Day 2, afternoon",could be improved for,I think the session was adequate.,Introductory
"Day 2, afternoon",worked well for,It was clear what the elements were meant to teach us. Very good. Great with exercises!,Introductory
"Day 2, afternoon",could be improved for,I thought it was great. Maybe more exercises e.g. for individual work while others are getting help? Don't know if that would work.,Introductory
"Day 2, afternoon",worked well for,"A lot of interesting tools. Good walkthrough, and nice with personal excercises.",Introductory
"Day 2, afternoon",could be improved for,"We didn't get a proper motivation on why Quarto was nice. I didn't understand through most of the session, why this would be useful for me to learn, which affected my motivation in this session negatively.",Introductory
"Day 2, afternoon",worked well for,Practical exercises where we got to try and code by ourself.,Introductory
"Day 2, afternoon",could be improved for,"Maybe group a bit more of the reading/theoretical together and afterwards group the exercises together, so that there is not so many breaks in the session.",Introductory
"Day 2, afternoon",worked well for,The session was very practical and great,Introductory
"Day 2, afternoon",could be improved for,Sometimes the instructor was a bit too fast,Introductory
"Day 2, afternoon",worked well for,Good introduction to a new concept with practice.,Introductory
"Day 2, afternoon",could be improved for,I would prefer to do the exercise again on the big screen with the instructor after doing the task on our own,Introductory
"Day 2, afternoon",worked well for,The tempo was working quite well. The fact that we got to sit and type in quarto and try some different stuff was quite nice. Especially the features of tabels and pictures.,Introductory
"Day 2, afternoon",could be improved for,Maybe a few visual examples for what Quarto documents can be used for.,Introductory
"Day 2, afternoon",worked well for,"Very nice to learn about quarto - good pace.  Good explanations in the online material (and also fine, that you can learn more if you want (and have fun with it), but we are taught the most important things to get started)",Introductory
"Day 2, afternoon",worked well for,"it was intresting part, a lot of new info for me, thank you",Introductory
"Day 2, afternoon",could be improved for,only to check together results of exersice,Introductory
