session_name,question,response,course_name
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",This was a great session and I understood a bit better the functions possibilities and how to use it.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",very easy to follow,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Can go a bit faster,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",answered yesterday,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",answered yesterday,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",inspired me to do many stuff that i do manually so far,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",more practical examples than importing the data files,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Functions were clearly explained, dependencies on packages and so were also good to learn about. Also Roxygen",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","All functions made were on the same thing, which can give the wrong impression to people that are not familiar with functions. We could try doing 1 function for data import, 1 function for plotting, 1 function for something else.",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Well explained, good documentation and everything went smooth",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Provide other examples on function uses other than importing data,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",Yesterday,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",Yesterday,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions","Good instructions and good exercises to practice,",NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",No suggestions,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",To keep all at the same track,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions",Maybe provide information of where to get information of working with functions on a more advanced level,NA
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",It was so useful.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s",I am happy with the program flow.,NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",I am so impressed from the functions properties. We started from very basic/beginning and write 4 different functions. I super enjoyed.,NA
