session_name,question,response,course_name
Day 1,"worked well for the Basic setup and workflow and Importing data, fast s",It is great that several instructors are ready to give feedback and help doing the course.,NA
Day 1,"could be improved for the Basic setup and workflow and Importing data, fast s","A general comment is, that I think we could learn more from the course if there were more time to practice the tasks. A thought could be to do more half days so that we have the chance to look at the programme between the sessions.",NA
Day 1,"worked well for the Save time, don’t repeat yourself: Making functions",It is great that several instructors are ready to give feedback and help doing the course.,NA
Day 1,"could be improved for the Save time, don’t repeat yourself: Making functions","It was a bit harder to follow this part of the course compared to the first part. Further, I think it is a bit too long time to try focus and work within the programme - it affected the concentration in the end.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",I think that there were lots of nice exercises that meant we could go away and learn how to troubleshoot the problems we faced.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",There was quite a bit of content to be covered.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Luke was a really engaging speaker to finish off the day.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",the content of the session was good,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",the instructor needed to explain more what we were doing and when,NA
Day 2,worked well for the Processing and joining datasets for cleaning,the content of the session,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,the cut and past from the lesson (markdown) document was a bit tricky since we had so much other code in there,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Think it all worked fine. Think its really good when the lecture adds titles to the codes - makes it easier for us to keep track on what we are doing.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Could maybe make use of titles ## a bit more if possible.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,All worked fine.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"It's a bit hard to concentrate at the end of this part - maybe having a bit shorter days, and have an extra day (day 3) would help?",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","We got appropriate time to do the exercises, which where very meaningful.",NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",It could be great to do some of the tasks on datasets that we will use in real-life later on - but I know that it might not be possible within the short time.,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Luke is good to explain the coding which give a higher understanding of the fundermental understanding of the elements behind coding.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"A general thought in line with previous comments is that an idea could be to spread the course over a longer period of time, so that we had the chance to work on the different sections between the course days. That would have meant that I ""mentally"", would have been more ready for this last section.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Course material was extremely good,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","The exercises took a bit too long, I ended up waiting around quite a bit",NA
Day 2,worked well for the Processing and joining datasets for cleaning,It was clear that it was very useful for my future work,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,It got a little too rushed which was a shame. The course could benefit from a third day,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",teachers assistance and discussion on options,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",maybe small groups working to speed up things,NA
Day 2,worked well for the Processing and joining datasets for cleaning,"clear, straight to the point",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"don't do it at last afternoon, we had to go over it quite fast :(",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Very useful... the whole code-along and the material was super great,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","Perhaps there was a little too much time for the exercises, but that is also sometimes quite nice... and I know some people struggled",NA
Day 2,worked well for the Processing and joining datasets for cleaning,It was very interesting material,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"It was only a shame that there was not enough time to over it all, I think the content was very nice, especially the debugging.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Everything :),NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",More reading materials and hands on before the course,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Everything :),NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"The same goes here, more reading or watching materials before the course",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",I like how you learn to go back and clean up your markdown file.,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","No comments, really good!",NA
Day 2,worked well for the Processing and joining datasets for cleaning,"I like how you create a clean version of the dataset that you start with after. Overall, the layout of how we should be organizing ourselves was the most helpful to mee.",NA
Day 2,could be improved for the Processing and joining datasets for cleaning,"No comments, I would just say more time maybe for the remaining part we did not finish. I would also like to see creation of functions to use for linear regression models.",NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Good combination of coding along and exercise and repeating,NA
Day 2,worked well for the Processing and joining datasets for cleaning,Great introduction and exercises,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Everything,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",Nothing,NA
Day 2,worked well for the Processing and joining datasets for cleaning,All good,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,Nothing,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",Good skills to have!,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","In general (all sessions), some more clear breaks would help.",NA
Day 2,worked well for the Processing and joining datasets for cleaning,Also good skilles to have.,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,This was a bit too complecated for me. But might have been suitable for others.,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",making functions that do it nicely,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals","sometimes going too fast and i was missing the point of doing some of the steps, as you try and hurry to keep up and get it right",NA
Day 2,worked well for the Processing and joining datasets for cleaning,as above..(?),NA
Day 2,could be improved for the Processing and joining datasets for cleaning,as above,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",I can't think,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",More explanations along the way,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,More time,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals",everything,NA
Day 2,"could be improved for the Save time, don’t repeat yourself: Using functionals",nothing,NA
Day 2,worked well for the Processing and joining datasets for cleaning,everything,NA
Day 2,could be improved for the Processing and joining datasets for cleaning,nothing,NA
Day 2,"worked well for the Save time, don’t repeat yourself: Using functionals","Easy to follow, good help. Introduction of new stuff.",NA
